unix,date,symbol,open,high,low,close,VolumeAsset,VolumeUSDT,tradecount,change,family
1618099200000.0,2021-04-11 00:00:00,LTC,256.55,263.62,244.77,252.31,1890765.80129,480319111.43279314,872731.0,0.01652699278893,Scrypt
1618099200000.0,2021-04-11 00:00:00,NEO,61.691,66.8,60.9,63.922,1483054.84,94671555.594882,166205.0,-0.0361641082167576,DBFT
1618099200000.0,2021-04-11 00:00:00,QTUM,15.907,15.949,14.575,14.94,3454350.881,52324063.532269,83581.0,0.0607908467970076,PoS
1618099200000.0,2021-04-11 00:00:00,TRX,0.1264,0.12685,0.11792,0.12214,2206490981.5,267694454.499568,434030.0,0.0337025316455697,DPoS
1618099200000.0,2021-04-11 00:00:00,XLM,0.56193,0.6562,0.55521,0.5844,1387374053.6,848976955.1282791,1401568.0,-0.0399871870161763,Stellar
1618099200000.0,2021-04-11 00:00:00,XMR,291.79,329.51,291.35,328.9,182394.78305,56389563.7345579,139323.0,-0.1271805065286677,CryptoNight
1618099200000.0,2021-04-11 00:00:00,XRP,1.37215,1.5,1.305,1.35118,1972667902.4,2759553621.651804,2505282.0,0.0152825857231351,RPCA
1618099200000.0,2021-04-11 00:00:00,ZEC,206.2,231.89,206.0,222.31,445002.92701,98400478.2269407,202302.0,-0.0781280310378274,Equihash
1618012800000.0,2021-04-10 00:00:00,ADA,1.20201,1.25199,1.19157,1.21747,290774078.0,355203232.326933,475261.0,-0.0128617898353591,Ouroboros
1618012800000.0,2021-04-10 00:00:00,BNB,453.9898,487.4062,450.0,471.2975,4659107.212,2200226600.979932,2198963.0,-0.0381235437448154,DBFT
1618012800000.0,2021-04-10 00:00:00,BTC,58142.55,61500.0,57900.01,59769.13,69906.424117,4197138552.4690337,2470398.0,-0.0279757251788921,SHA256
1618012800000.0,2021-04-10 00:00:00,BTT,0.0091062,0.0091243,0.0080844,0.0085736,54584868643.0,466009186.7991883,789214.0,0.0584876238167401,TRON Tokens
1618012800000.0,2021-04-10 00:00:00,DASH,264.95,286.56,263.22,283.32,187862.41267,51774612.6610326,106238.0,-0.0693338365729383,X11
1618012800000.0,2021-04-10 00:00:00,EOS,6.2082,6.762,6.1489,6.6137,29718846.38,191778184.18768,377802.0,-0.0653168390193614,DPoS
1618012800000.0,2021-04-10 00:00:00,ETC,18.7715,21.2297,18.31,20.4439,4407519.17,87116163.945712,180463.0,-0.0890925072583437,EtHash
1618012800000.0,2021-04-10 00:00:00,ETH,2067.19,2200.0,2058.0,2133.49,655458.20894,1405364881.858313,1175161.0,-0.032072523570644,EtHash
1618012800000.0,2021-04-10 00:00:00,LINK,31.5961,33.0,31.0,31.8944,3548018.58,114002353.797651,194774.0,-0.0094410386091954,Ethereum Tokens
1618012800000.0,2021-04-10 00:00:00,LTC,221.13,257.0,219.16,256.34,1859281.88304,441762890.5777668,649633.0,-0.159227603672048,Scrypt
1618012800000.0,2021-04-10 00:00:00,NEO,60.799,63.389,59.391,61.685,999466.921,61688987.461287,104716.0,-0.0145726081021069,DBFT
1618012800000.0,2021-04-10 00:00:00,QTUM,15.75,16.53,14.901,15.907,5478337.1,84741446.344891,145179.0,-0.0099682539682539,PoS
1618012800000.0,2021-04-10 00:00:00,TRX,0.11584,0.12758,0.11241,0.1263,3257594697.4,391379269.783563,606746.0,-0.0902969613259668,DPoS
1618012800000.0,2021-04-10 00:00:00,XLM,0.48577,0.594,0.48176,0.56192,807705249.0,437813611.69003904,832771.0,-0.1567614303065236,Stellar
1618012800000.0,2021-04-10 00:00:00,XMR,273.37,299.0,272.98,291.72,181166.11218,52326427.2909703,121071.0,-0.0671251417492776,CryptoNight
1618012800000.0,2021-04-10 00:00:00,XRP,1.01754,1.399,1.00617,1.3728,2713439019.68,3353669231.668092,3271415.0,-0.3491361518957487,RPCA
1618012800000.0,2021-04-10 00:00:00,ZEC,194.57,210.0,193.49,206.15,371971.70292,75344820.4370474,152866.0,-0.0595158554761783,Equihash
1617926400000.0,2021-04-09 00:00:00,ADA,1.21896,1.22907,1.19134,1.20201,156767192.2,189628515.591865,297343.0,0.0139052963181728,Ouroboros
1617926400000.0,2021-04-09 00:00:00,BNB,418.7047,453.9937,403.19,453.9937,3670424.433,1585030394.3795192,1577251.0,-0.0842813562876174,DBFT
1617926400000.0,2021-04-09 00:00:00,BTC,58077.52,58894.9,57654.0,58142.54,40831.884911,2378340697.289584,1615962.0,-0.0011195381620979,SHA256
1617926400000.0,2021-04-09 00:00:00,BTT,0.0096653,0.009965,0.0087788,0.0091074,48121024581.0,446100131.6149999,775567.0,0.0577219537934673,TRON Tokens
1617926400000.0,2021-04-09 00:00:00,DASH,267.98,274.11,261.06,265.1,125399.28422,33584491.6726835,71072.0,0.0107470706769161,X11
1617926400000.0,2021-04-09 00:00:00,EOS,6.4403,6.6011,6.07,6.2072,22024528.91,139374799.585882,282193.0,0.0361939661195906,DPoS
1617926400000.0,2021-04-09 00:00:00,ETC,19.6254,20.111,18.5089,18.7707,2852521.27,54884221.417756,116376.0,0.0435507046990123,EtHash
1617926400000.0,2021-04-09 00:00:00,ETH,2080.39,2100.0,2047.57,2066.87,426387.4379,885134116.0229065,645172.0,0.0064987814784727,EtHash
1617926400000.0,2021-04-09 00:00:00,LINK,32.787,33.2876,31.2348,31.5893,3146093.79,101198020.859738,158699.0,0.0365297221459724,Ethereum Tokens
1617926400000.0,2021-04-09 00:00:00,LTC,226.17,228.99,218.72,221.12,688918.8215,154922336.4573925,339204.0,0.0223283370915682,Scrypt
1617926400000.0,2021-04-09 00:00:00,NEO,63.319,63.422,60.1,60.801,835889.102,51547928.569623,82744.0,0.0397668946129913,DBFT
1617926400000.0,2021-04-09 00:00:00,QTUM,16.788,16.828,15.07,15.745,5060428.256,79918758.548633,115603.0,0.0621277102692399,PoS
1617926400000.0,2021-04-09 00:00:00,TRX,0.12349,0.12514,0.11432,0.11584,2309522635.3,275392851.354401,566807.0,0.0619483358976435,DPoS
1617926400000.0,2021-04-09 00:00:00,XLM,0.50488,0.50856,0.47696,0.48607,223808564.0,109201136.845716,224034.0,0.0372563777531294,Stellar
1617926400000.0,2021-04-09 00:00:00,XMR,269.69,290.0,265.94,273.37,126545.26566,35319745.0712313,85047.0,-0.0136452964514813,CryptoNight
1617926400000.0,2021-04-09 00:00:00,XRP,1.05571,1.0849,0.9808,1.01721,964539570.1,990383345.956822,996403.0,0.0364683483153517,RPCA
1617926400000.0,2021-04-09 00:00:00,ZEC,184.68,198.86,183.66,194.65,309985.54943,59644564.3316453,133223.0,-0.0539852718215291,Equihash
1617840000000.0,2021-04-08 00:00:00,ADA,1.17356,1.22502,1.16999,1.21926,215242842.9,258822131.024978,390054.0,-0.0389413408773305,Ouroboros
1617840000000.0,2021-04-08 00:00:00,BNB,375.5538,422.6323,371.78,418.7048,4092498.638,1657671967.081196,1572444.0,-0.1148996495309059,DBFT
1617840000000.0,2021-04-08 00:00:00,BTC,55953.44,58153.31,55700.0,58077.52,44283.147019,2531779682.552427,1661080.0,-0.037961562327535,SHA256
1617840000000.0,2021-04-08 00:00:00,BTT,0.0079295,0.009869,0.0078338,0.0096561,87194174684.0,789145064.7887305,1335045.0,-0.2177438678352985,TRON Tokens
1617840000000.0,2021-04-08 00:00:00,DASH,253.36,269.83,250.62,267.79,154259.74168,40301727.6580416,76746.0,-0.0569545311019892,X11
1617840000000.0,2021-04-08 00:00:00,EOS,5.8812,6.4736,5.8041,6.442,29919017.72,184894703.867445,324839.0,-0.0953546895191458,DPoS
1617840000000.0,2021-04-08 00:00:00,ETC,19.1644,19.9279,18.0106,19.6292,5761672.63,108663214.787763,221788.0,-0.0242533029993112,EtHash
1617840000000.0,2021-04-08 00:00:00,ETH,1963.46,2084.61,1947.35,2080.46,501355.998,1015796231.0118822,911403.0,-0.0595886852800668,EtHash
1617840000000.0,2021-04-08 00:00:00,LINK,31.1008,32.8999,30.9466,32.7884,3548631.28,113821093.938442,172891.0,-0.0542622697808417,Ethereum Tokens
1617840000000.0,2021-04-08 00:00:00,LTC,219.22,228.21,216.89,226.11,1074942.89645,239958597.0082218,443718.0,-0.031429614086306,Scrypt
1617840000000.0,2021-04-08 00:00:00,NEO,59.784,63.369,58.049,63.351,1164107.371,70997414.145944,124933.0,-0.0596647932557206,DBFT
1617840000000.0,2021-04-08 00:00:00,QTUM,15.692,16.928,14.332,16.809,8442948.967,130216702.798813,207448.0,-0.0711827682895743,PoS
1617840000000.0,2021-04-08 00:00:00,TRX,0.11032,0.12615,0.10971,0.12349,3443498300.5,411565515.355906,845214.0,-0.1193799854967367,DPoS
1617840000000.0,2021-04-08 00:00:00,XLM,0.47233,0.50522,0.46664,0.505,294430470.5,143821329.847006,294699.0,-0.0691677428916223,Stellar
1617840000000.0,2021-04-08 00:00:00,XMR,257.26,271.88,250.54,269.69,112446.41379,29518889.8302727,75697.0,-0.0483168778667496,CryptoNight
1617840000000.0,2021-04-08 00:00:00,XRP,0.91544,1.07294,0.90128,1.05599,1232242484.4,1202251447.193933,1204812.0,-0.1535327274316175,RPCA
1617840000000.0,2021-04-08 00:00:00,ZEC,171.37,185.79,170.21,184.74,201058.97799,35791631.6831689,91087.0,-0.078018322927,Equihash
1617753600000.0,2021-04-07 00:00:00,ADA,1.25217,1.29,1.1588,1.17359,405313990.0,493054710.48034894,771894.0,0.062755057220665,Ouroboros
1617753600000.0,2021-04-07 00:00:00,BNB,403.2607,414.3803,356.0,375.5538,6179859.708,2382943130.333641,2394276.0,0.068707166356652,DBFT
1617753600000.0,2021-04-07 00:00:00,BTC,57990.03,58655.0,55473.0,55953.45,71228.405659,4053294016.484514,2206433.0,0.0351194851942653,SHA256
1617753600000.0,2021-04-07 00:00:00,BTT,0.0097421,0.01025,0.0074715,0.0079311,107738387857.0,905771641.9992096,1480876.0,0.1858942117202656,TRON Tokens
1617753600000.0,2021-04-07 00:00:00,DASH,276.09,293.68,244.4,253.45,384651.21391,103168781.0712913,178599.0,0.0820022456445361,X11
1617753600000.0,2021-04-07 00:00:00,EOS,6.6436,7.0549,5.7221,5.8824,66141509.12,416879559.71046704,877827.0,0.1145764344632429,DPoS
1617753600000.0,2021-04-07 00:00:00,ETC,17.7496,20.969,16.7698,19.1937,15518421.15,297930457.435503,523179.0,-0.0813595799341956,EtHash
1617753600000.0,2021-04-07 00:00:00,ETH,2112.22,2129.01,1930.01,1963.47,892984.90422,1798606574.0535572,1229155.0,0.0704235354271807,EtHash
1617753600000.0,2021-04-07 00:00:00,LINK,34.7295,35.12,30.2286,31.109,7354475.72,238994490.26708,364739.0,0.1042485495040239,Ethereum Tokens
1617753600000.0,2021-04-07 00:00:00,LTC,236.96,242.99,210.77,219.05,2263475.4652,510345556.6584819,906049.0,0.075582376772451,Scrypt
1617753600000.0,2021-04-07 00:00:00,NEO,63.036,68.5,56.354,59.778,3129801.646,196684227.585733,319063.0,0.0516847515705311,DBFT
1617753600000.0,2021-04-07 00:00:00,QTUM,15.252,17.98,13.625,15.695,26091599.793,423813003.5083711,619826.0,-0.0290453710988722,PoS
1617753600000.0,2021-04-07 00:00:00,TRX,0.12397,0.12578,0.1035,0.11045,5108680620.0,577241666.133442,841397.0,0.1090586432201338,DPoS
1617753600000.0,2021-04-07 00:00:00,XLM,0.54206,0.5469,0.45195,0.47257,557970971.5,275951490.191087,491738.0,0.1281961406486366,Stellar
1617753600000.0,2021-04-07 00:00:00,XMR,270.73,280.0,252.68,257.44,186019.49264,50025255.9708508,111175.0,0.0490894987626048,CryptoNight
1617753600000.0,2021-04-07 00:00:00,XRP,1.09666,1.10882,0.856,0.91542,2128341583.9,2057878537.5770009,2112137.0,0.1652654423431145,RPCA
1617753600000.0,2021-04-07 00:00:00,ZEC,191.17,194.23,162.34,171.26,395113.68963,69504608.5780749,165720.0,0.1041481403985981,Equihash
1617667200000.0,2021-04-06 00:00:00,ADA,1.21172,1.34359,1.1901,1.252,726926008.5,913715698.979972,1195328.0,-0.0332420031030271,Ouroboros
1617667200000.0,2021-04-06 00:00:00,BNB,368.1506,411.755,363.8333,403.3648,4481056.436,1741879509.9979262,1849537.0,-0.0956516164852101,DBFT
1617667200000.0,2021-04-06 00:00:00,BTC,59129.99,59495.24,57413.02,57991.15,54201.000727,3166911557.1481576,1960513.0,0.019259938992041,SHA256
1617667200000.0,2021-04-06 00:00:00,BTT,0.0101699,0.0113858,0.0081672,0.0097313,144619523930.0,1399784950.944765,2111191.0,0.0431272677214132,TRON Tokens
1617667200000.0,2021-04-06 00:00:00,DASH,273.63,284.6,256.25,275.99,269125.20207,73286031.6079072,139650.0,-0.0086247852940102,X11
1617667200000.0,2021-04-06 00:00:00,EOS,6.6983,7.1,6.1973,6.6436,67368981.92,448276047.956044,824943.0,0.0081662511383484,DPoS
1617667200000.0,2021-04-06 00:00:00,ETC,16.0744,18.6384,15.9755,17.7329,7611882.96,131246215.724768,291502.0,-0.1031764793709252,EtHash
1617667200000.0,2021-04-06 00:00:00,ETH,2107.43,2151.0,2044.65,2112.21,673386.05575,1420490813.0390558,1106761.0,-0.0022681654906688,EtHash
1617667200000.0,2021-04-06 00:00:00,LINK,32.3791,34.9,31.3074,34.725,8893492.94,294619829.342981,437637.0,-0.0724510563913141,Ethereum Tokens
1617667200000.0,2021-04-06 00:00:00,LTC,221.48,244.59,212.97,237.04,2444849.53403,562645677.6736383,999550.0,-0.0702546505327795,Scrypt
1617667200000.0,2021-04-06 00:00:00,NEO,59.092,64.75,57.52,63.036,2811251.814,173038635.810568,282762.0,-0.0667433831990794,DBFT
1617667200000.0,2021-04-06 00:00:00,QTUM,11.825,15.35,11.754,15.252,15144440.218,206540142.308642,376934.0,-0.2898097251585625,PoS
1617667200000.0,2021-04-06 00:00:00,TRX,0.13652,0.1388,0.111,0.12401,6254159263.2,782891946.1875471,1163998.0,0.0916349252856724,DPoS
1617667200000.0,2021-04-06 00:00:00,XLM,0.53704,0.578,0.48034,0.54206,883367345.9,465888634.521538,716668.0,-0.0093475346342917,Stellar
1617667200000.0,2021-04-06 00:00:00,XMR,265.56,277.2,261.58,270.68,123865.71576,33391933.2543542,84297.0,-0.0192800120500075,CryptoNight
1617667200000.0,2021-04-06 00:00:00,XRP,0.91584,1.119,0.7931,1.09663,4053245753.09,3956999209.745484,3381698.0,-0.1974034765897973,RPCA
1617667200000.0,2021-04-06 00:00:00,ZEC,197.05,200.32,181.53,191.11,329114.01325,62496367.9337256,121643.0,0.0301446333417914,Equihash
1617580800000.0,2021-04-05 00:00:00,ADA,1.18205,1.22647,1.16222,1.2118,318801564.5,379800451.568576,555351.0,-0.0251681400955965,Ouroboros
1617580800000.0,2021-04-05 00:00:00,BNB,348.8705,380.0,335.8442,368.0263,3473780.055,1251830835.7298312,1685071.0,-0.0549080532747824,DBFT
1617580800000.0,2021-04-05 00:00:00,BTC,58202.01,59272.0,56777.77,59129.99,54258.01579,3155214764.164485,2035877.0,-0.0159441228919756,SHA256
1617580800000.0,2021-04-05 00:00:00,BTT,0.0102622,0.0135776,0.00965,0.0101743,180330218444.0,2091922667.9520664,2881340.0,0.0085654148233322,TRON Tokens
1617580800000.0,2021-04-05 00:00:00,DASH,270.79,278.72,253.19,273.66,278859.29348,73978117.6902259,139864.0,-0.01059861885594,X11
1617580800000.0,2021-04-05 00:00:00,EOS,6.28,7.0817,5.8303,6.6959,82205391.71,528346241.92141294,844888.0,-0.0662261146496814,DPoS
1617580800000.0,2021-04-05 00:00:00,ETC,14.5489,16.1116,14.2914,16.0744,4079380.42,61628067.968631,169959.0,-0.1048532878774341,EtHash
1617580800000.0,2021-04-05 00:00:00,ETH,2075.7,2130.64,2002.15,2107.38,684923.61494,1419084945.8137891,947978.0,-0.0152623211446742,EtHash
1617580800000.0,2021-04-05 00:00:00,LINK,30.7473,32.6399,29.6179,32.3791,5116263.33,159550598.481593,265933.0,-0.0530713265880256,Ethereum Tokens
1617580800000.0,2021-04-05 00:00:00,LTC,202.24,225.47,198.07,221.48,1329743.7613,281341829.9490769,578386.0,-0.0951344936708859,Scrypt
1617580800000.0,2021-04-05 00:00:00,NEO,54.566,59.69,51.618,59.068,1771998.197,98726839.513828,205946.0,-0.0825055895612651,DBFT
1617580800000.0,2021-04-05 00:00:00,QTUM,10.769,12.149,10.654,11.838,6354676.765,71692076.500204,145571.0,-0.0992664128517038,PoS
1617580800000.0,2021-04-05 00:00:00,TRX,0.1276,0.14927,0.12576,0.13655,7842044888.6,1074396159.608138,1653928.0,-0.0701410658307211,DPoS
1617580800000.0,2021-04-05 00:00:00,XLM,0.42859,0.54949,0.42202,0.53706,879513379.4,424665909.190478,752853.0,-0.253085699619683,Stellar
1617580800000.0,2021-04-05 00:00:00,XMR,263.49,270.0,260.0,265.37,118545.24642,31337840.3408366,66451.0,-0.0071349956355079,CryptoNight
1617580800000.0,2021-04-05 00:00:00,XRP,0.63501,0.93999,0.6194,0.91584,3325470561.47,2594712865.019058,2379045.0,-0.4422450040156848,RPCA
1617580800000.0,2021-04-05 00:00:00,ZEC,187.13,200.31,182.85,197.13,437637.22934,83329343.248006,153861.0,-0.053438785870785,Equihash
1617494400000.0,2021-04-04 00:00:00,ADA,1.16245,1.193,1.152,1.18206,204575492.2,240843734.867574,384032.0,-0.0168695427760334,Ouroboros
1617494400000.0,2021-04-04 00:00:00,BNB,321.9597,352.3275,316.0,348.8617,2730876.03,930046907.3464288,1194390.0,-0.0835570414558094,DBFT
1617494400000.0,2021-04-04 00:00:00,BTC,57051.95,58492.85,56388.0,58202.01,41314.081973,2380139010.730232,1499113.0,-0.02015811904764,SHA256
1617494400000.0,2021-04-04 00:00:00,BTT,0.0069533,0.0105902,0.006733,0.0102859,170329431634.0,1433275110.7919295,1897989.0,-0.479283218040355,TRON Tokens
1617494400000.0,2021-04-04 00:00:00,DASH,222.8,276.5,220.92,270.78,423737.90972,110047779.5122269,189085.0,-0.2153500897666066,X11
1617494400000.0,2021-04-04 00:00:00,EOS,5.4107,6.3,5.33,6.28,57685148.82,336505926.631639,563238.0,-0.1606631304637107,DPoS
1617494400000.0,2021-04-04 00:00:00,ETC,13.5756,14.5745,13.3568,14.5489,2383366.94,33555411.39253,79110.0,-0.0716948053861339,EtHash
1617494400000.0,2021-04-04 00:00:00,ETH,2008.59,2091.83,1975.24,2075.69,514345.76554,1050448906.4424022,818926.0,-0.0334065190008912,EtHash
1617494400000.0,2021-04-04 00:00:00,LINK,29.293,31.4643,28.6801,30.7471,3036730.2,92244085.273381,180490.0,-0.0496398456969241,Ethereum Tokens
1617494400000.0,2021-04-04 00:00:00,LTC,195.17,204.92,192.22,202.21,565154.10714,113374291.8322612,279997.0,-0.0360711174873188,Scrypt
1617494400000.0,2021-04-04 00:00:00,NEO,50.733,54.616,49.61,54.567,967603.063,51084667.375946,104977.0,-0.0755721128259713,DBFT
1617494400000.0,2021-04-04 00:00:00,QTUM,9.738,11.07,9.557,10.77,4861986.26,50302080.583243,94166.0,-0.1059765865680838,PoS
1617494400000.0,2021-04-04 00:00:00,TRX,0.10145,0.12851,0.09976,0.12761,7398771026.9,849184870.600066,1341095.0,-0.2578610152784623,DPoS
1617494400000.0,2021-04-04 00:00:00,XLM,0.40809,0.43464,0.40065,0.42851,220000117.4,92481174.749648,222044.0,-0.0500379818177362,Stellar
1617494400000.0,2021-04-04 00:00:00,XMR,257.2,272.5,247.12,263.6,159614.35177,41523794.315875,90764.0,-0.0248833592534993,CryptoNight
1617494400000.0,2021-04-04 00:00:00,XRP,0.57836,0.63599,0.56591,0.635,664457346.2,398033638.91737,490874.0,-0.0979320838232243,RPCA
1617494400000.0,2021-04-04 00:00:00,ZEC,171.49,195.0,169.0,187.14,686296.1279,126924307.2827921,227571.0,-0.0912589655373489,Equihash
1617408000000.0,2021-04-03 00:00:00,ADA,1.18998,1.24078,1.15977,1.16238,313837978.9,379294245.01418304,558820.0,0.0231936671204558,Ouroboros
1617408000000.0,2021-04-03 00:00:00,BNB,338.2932,349.1347,315.91,321.9497,3099870.848,1044647379.113692,1201098.0,0.0483116420903524,DBFT
1617408000000.0,2021-04-03 00:00:00,BTC,58950.01,59791.72,56880.0,57051.94,47409.852113,2783151686.164537,1606805.0,0.0321979589146804,SHA256
1617408000000.0,2021-04-03 00:00:00,BTT,0.0069195,0.0076743,0.006255,0.0069532,152887366501.0,1070497590.7130044,1549577.0,-0.0048702940963941,TRON Tokens
1617408000000.0,2021-04-03 00:00:00,DASH,243.4,249.85,221.64,222.84,179014.16271,42656214.9506237,86025.0,0.0844700082169268,X11
1617408000000.0,2021-04-03 00:00:00,EOS,6.2526,6.4867,5.2077,5.4107,80619950.47,477840811.99020094,804628.0,0.1346479864376419,DPoS
1617408000000.0,2021-04-03 00:00:00,ETC,15.2511,15.35,13.4876,13.571,3003119.67,43794503.88037,109657.0,0.1101625456524447,EtHash
1617408000000.0,2021-04-03 00:00:00,ETH,2133.69,2138.12,1996.3,2008.52,770176.32192,1601516390.5971153,1107620.0,0.0586636296744138,EtHash
1617408000000.0,2021-04-03 00:00:00,LINK,32.4867,33.1707,29.1256,29.293,5352533.08,168809622.793117,299926.0,0.0983079229346163,Ethereum Tokens
1617408000000.0,2021-04-03 00:00:00,LTC,211.44,217.97,194.85,195.23,956126.60492,199480758.09639087,454454.0,0.0766647748770337,Scrypt
1617408000000.0,2021-04-03 00:00:00,NEO,52.961,56.96,50.422,50.709,1693789.38,90890761.21793,172120.0,0.0425218557051414,DBFT
1617408000000.0,2021-04-03 00:00:00,QTUM,10.171,11.458,9.713,9.749,5984713.878,62904407.097896,133432.0,0.0414905122406841,PoS
1617408000000.0,2021-04-03 00:00:00,TRX,0.09235,0.11118,0.08789,0.10143,7464330743.1,751017823.0280541,1152124.0,-0.0983216025988089,DPoS
1617408000000.0,2021-04-03 00:00:00,XLM,0.43912,0.45839,0.40587,0.40809,335192184.8,147275517.341482,311496.0,0.0706640553834942,Stellar
1617408000000.0,2021-04-03 00:00:00,XMR,257.72,267.22,253.18,257.23,109072.31411,28336831.4343845,75624.0,0.0019012882197734,CryptoNight
1617408000000.0,2021-04-03 00:00:00,XRP,0.60701,0.64262,0.573,0.57831,991064844.8,610941357.367848,742609.0,0.047280934416237,RPCA
1617408000000.0,2021-04-03 00:00:00,ZEC,169.5,179.58,163.38,171.61,349985.68447,59591400.2743551,143296.0,-0.012448377581121,Equihash
1617321600000.0,2021-04-02 00:00:00,ADA,1.1833,1.24796,1.18026,1.18998,314062254.4,379078109.523662,492559.0,-0.0056452294430829,Ouroboros
1617321600000.0,2021-04-02 00:00:00,BNB,334.6706,356.9882,324.6162,338.2932,4205858.478,1449673755.0076191,1583075.0,-0.0108243747732846,DBFT
1617321600000.0,2021-04-02 00:00:00,BTC,58720.45,60200.0,58428.57,58950.01,47382.418781,2811159761.2684674,1666356.0,-0.0039093705855456,SHA256
1617321600000.0,2021-04-02 00:00:00,BTT,0.0052867,0.007,0.0051849,0.0069195,112064732213.0,658804751.0812856,986585.0,-0.3088505116613388,TRON Tokens
1617321600000.0,2021-04-02 00:00:00,DASH,233.53,250.42,229.05,243.59,217516.17103,52465384.448101,114998.0,-0.0430779771335588,X11
1617321600000.0,2021-04-02 00:00:00,EOS,5.5966,6.3559,5.3641,6.2557,91016938.14,530521838.125046,1037063.0,-0.11776793052925,DPoS
1617321600000.0,2021-04-02 00:00:00,ETC,14.3297,15.6455,14.0863,15.2454,3520562.57,52478841.405723,122282.0,-0.0639022449876828,EtHash
1617321600000.0,2021-04-02 00:00:00,ETH,1968.05,2146.0,1948.48,2133.69,846197.93215,1719752062.5167284,1218698.0,-0.0841645283402353,EtHash
